i,j,x,y,ux,uy
110,9,0.859375,0.070312,-4.25924838e-04,-3.10289732e-04
111,9,0.867188,0.070312,-3.59291676e-04,-2.79281317e-04
112,9,0.875000,0.070312,-2.98597472e-04,-2.47976626e-04
113,9,0.882812,0.070312,-2.43864590e-04,-2.16654953e-04
114,9,0.890625,0.070312,-1.95072615e-04,-1.85558325e-04
115,9,0.898438,0.070312,-1.52182532e-04,-1.54967944e-04
116,9,0.906250,0.070312,-1.15105009e-04,-1.25192833e-04
117,9,0.914062,0.070312,-8.36371546e-05,-9.66146908e-05
118,9,0.921875,0.070312,-5.76040511e-05,-6.95538474e-05
119,9,0.929688,0.070312,-3.67320390e-05,-4.44553007e-05
120,9,0.937500,0.070312,-2.06841632e-05,-2.18031819e-05
121,9,0.945312,0.070312,-8.92982735e-06,-2.08536426e-06
122,9,0.953125,0.070312,-1.15253852e-06,1.41916771e-05
123,9,0.960938,0.070312,3.20998242e-06,2.64525643e-05
124,9,0.968750,0.070312,4.85966575e-06,3.40511724e-05
125,9,0.976562,0.070312,4.47611001e-06,3.62706414e-05
126,9,0.984375,0.070312,2.89345940e-06,3.22637497e-05
127,9,0.992188,0.070312,1.03151649e-06,2.12280120e-05
128,9,1.000000,0.070312,0.00000000e+00,0.00000000e+00
0,10,0.000000,0.078125,0.00000000e+00,0.00000000e+00
1,10,0.007812,0.078125,-2.13026101e-06,-2.62558416e-07
2,10,0.015625,0.078125,-9.03314231e-06,1.16643178e-05
3,10,0.023438,0.078125,-2.11462757e-05,3.10006362e-05
4,10,0.031250,0.078125,-3.87173532e-05,5.61301094e-05
5,10,0.039062,0.078125,-6.20834835e-05,8.55835897e-05
6,10,0.046875,0.078125,-9.15612618e-05,1.18130236e-04
7,10,0.054688,0.078125,-1.27124658e-04,1.52758890e-04
8,10,0.062500,0.078125,-1.68816579e-04,1.88607475e-04
9,10,0.070312,0.078125,-2.16746950e-04,2.25035386e-04
10,10,0.078125,0.078125,-2.70800316e-04,2.61465349e-04
11,10,0.085938,0.078125,-3.30907817e-04,2.97368446e-04
12,10,0.093750,0.078125,-3.96898307e-04,3.32372409e-04
13,10,0.101562,0.078125,-4.68609564e-04,3.66082211e-04
14,10,0.109375,0.078125,-5.45809045e-04,3.98397446e-04
15,10,0.117188,0.078125,-6.28230511e-04,4.29100182e-04
16,10,0.125000,0.078125,-7.15644856e-04,4.58099210e-04
17,10,0.132812,0.078125,-8.07720528e-04,4.85278870e-04
18,10,0.140625,0.078125,-9.04204207e-04,5.10540500e-04
19,10,0.148438,0.078125,-1.00480590e-03,5.33830258e-04
20,10,0.156250,0.078125,-1.10923441e-03,5.55205625e-04
21,10,0.164062,0.078125,-1.21711753e-03,5.74575388e-04
22,10,0.171875,0.078125,-1.32806960e-03,5.92112716e-04
23,10,0.179688,0.078125,-1.44183915e-03,6.07769005e-04
24,10,0.187500,0.078125,-1.55805249e-03,6.21598621e-04
25,10,0.195312,0.078125,-1.67646282e-03,6.33588177e-04
26,10,0.203125,0.078125,-1.79676176e-03,6.43756532e-04
27,10,0.210938,0.078125,-1.91855570e-03,6.52157469e-04
28,10,0.218750,0.078125,-2.04170379e-03,6.58915902e-04
29,10,0.226562,0.078125,-2.16586422e-03,6.64033520e-04
30,10,0.234375,0.078125,-2.29066866e-03,6.67543965e-04
31,10,0.242188,0.078125,-2.41584051e-03,6.69530709e-04
32,10,0.250000,0.078125,-2.54108896e-03,6.69984904e-04
33,10,0.257812,0.078125,-2.66618840e-03,6.69018249e-04
34,10,0.265625,0.078125,-2.79078144e-03,6.66539127e-04
35,10,0.273438,0.078125,-2.91467295e-03,6.62633625e-04
36,10,0.281250,0.078125,-3.03769205e-03,6.57260593e-04
37,10,0.289062,0.078125,-3.15945386e-03,6.50520320e-04
38,10,0.296875,0.078125,-3.27970553e-03,6.42413273e-04
39,10,0.304688,0.078125,-3.39816650e-03,6.32838695e-04
40,10,0.312500,0.078125,-3.51455691e-03,6.21895189e-04
41,10,0.320312,0.078125,-3.62869352e-03,6.09614654e-04
42,10,0.328125,0.078125,-3.74035188e-03,5.95987600e-04
43,10,0.335938,0.078125,-3.84918367e-03,5.81017870e-04
44,10,0.343750,0.078125,-3.95498145e-03,5.64610527e-04
45,10,0.351562,0.078125,-4.05759504e-03,5.46884723e-04
46,10,0.359375,0.078125,-4.15665563e-03,5.27855358e-04
47,10,0.367188,0.078125,-4.25199047e-03,5.07507590e-04
48,10,0.375000,0.078125,-4.34331130e-03,4.85828437e-04
49,10,0.382812,0.078125,-4.43043606e-03,4.62881115e-04
50,10,0.390625,0.078125,-4.51309327e-03,4.38658462e-04
51,10,0.398438,0.078125,-4.59109899e-03,4.13264614e-04
52,10,0.406250,0.078125,-4.66426881e-03,3.86693951e-04
53,10,0.414062,0.078125,-4.73230565e-03,3.58851685e-04
54,10,0.421875,0.078125,-4.79504000e-03,3.29884759e-04
55,10,0.429688,0.078125,-4.85223299e-03,2.99817679e-04
56,10,0.437500,0.078125,-4.90377797e-03,2.68654025e-04
57,10,0.445312,0.078125,-4.94945282e-03,2.36418069e-04
58,10,0.453125,0.078125,-4.98903310e-03,2.03242060e-04
59,10,0.460938,0.078125,-5.02240565e-03,1.69193096e-04
60,10,0.468750,0.078125,-5.04949316e-03,1.34330723e-04
61,10,0.476562,0.078125,-5.07004373e-03,9.87238891e-05
62,10,0.484375,0.078125,-5.08392649e-03,6.24359600e-05
63,10,0.492188,0.078125,-5.09117916e-03,2.55898303e-05
64,10,0.500000,0.078125,-5.09172026e-03,-1.17567697e-05
65,10,0.507812,0.078125,-5.08536771e-03,-4.95647037e-05
66,10,0.515625,0.078125,-5.07206470e-03,-8.76477861e-05
67,10,0.523438,0.078125,-5.05191507e-03,-1.25916631e-04
68,10,0.531250,0.078125,-5.02479495e-03,-1.64218509e-04
69,10,0.539062,0.078125,-4.99069737e-03,-2.02469688e-04
70,10,0.546875,0.078125,-4.94969403e-03,-2.40549125e-04
71,10,0.554688,0.078125,-4.90176538e-03,-2.78337684e-04
72,10,0.562500,0.078125,-4.84708464e-03,-3.15660349e-04
73,10,0.570312,0.078125,-4.78574075e-03,-3.52362607e-04
74,10,0.578125,0.078125,-4.71787713e-03,-3.88345856e-04
75,10,0.585938,0.078125,-4.64351894e-03,-4.23453632e-04
76,10,0.593750,0.078125,-4.56290506e-03,-4.57531482e-04
77,10,0.601562,0.078125,-4.47626831e-03,-4.90542268e-04
78,10,0.609375,0.078125,-4.38379077e-03,-5.22290473e-04
79,10,0.617188,0.078125,-4.28566476e-03,-5.52664278e-04
80,10,0.625000,0.078125,-4.18219529e-03,-5.81451925e-04
81,10,0.632812,0.078125,-4.07372974e-03,-6.08552597e-04
82,10,0.640625,0.078125,-3.96046322e-03,-6.33872987e-04
83,10,0.648438,0.078125,-3.84272099e-03,-6.57255587e-04
84,10,0.656250,0.078125,-3.72096593e-03,-6.78647833e-04
85,10,0.664062,0.078125,-3.59550375e-03,-6.97871088e-04
86,10,0.671875,0.078125,-3.46667878e-03,-7.14865804e-04
87,10,0.679688,0.078125,-3.33490083e-03,-7.29490595e-04
88,10,0.687500,0.078125,-3.20061995e-03,-7.41691329e-04
89,10,0.695312,0.078125,-3.06418352e-03,-7.51405139e-04
90,10,0.703125,0.078125,-2.92610517e-03,-7.58544309e-04
91,10,0.710938,0.078125,-2.78684869e-03,-7.63041724e-04
92,10,0.718750,0.078125,-2.64685950e-03,-7.64902972e-04
93,10,0.726562,0.078125,-2.50655017e-03,-7.64104188e-04
94,10,0.734375,0.078125,-2.36641802e-03,-7.60583614e-04
95,10,0.742188,0.078125,-2.22690869e-03,-7.54419540e-04
96,10,0.750000,0.078125,-2.08852254e-03,-7.45567260e-04
97,10,0.757812,0.078125,-1.95172324e-03,-7.34075205e-04
98,10,0.765625,0.078125,-1.81690126e-03,-7.20045704e-04
99,10,0.773438,0.078125,-1.68459653e-03,-7.03385624e-04
100,10,0.781250,0.078125,-1.55520346e-03,-6.84258644e-04
101,10,0.789062,0.078125,-1.42907794e-03,-6.62728213e-04
102,10,0.796875,0.078125,-1.30672613e-03,-6.38829661e-04
103,10,0.804688,0.078125,-1.18849601e-03,-6.12806703e-04
104,10,0.812500,0.078125,-1.07474520e-03,-5.84810332e-04
105,10,0.820312,0.078125,-9.65871557e-04,-5.54961152e-04
106,10,0.828125,0.078125,-8.62121349e-04,-5.23378549e-04
107,10,0.835938,0.078125,-7.63758726e-04,-4.90269042e-04
108,10,0.843750,0.078125,-6.71122689e-04,-4.55792877e-04
109,10,0.851562,0.078125,-5.84350841e-04,-4.20242111e-04
110,10,0.859375,0.078125,-5.03616466e-04,-3.83838371e-04
111,10,0.867188,0.078125,-4.29096457e-04,-3.46747343e-04
112,10,0.875000,0.078125,-3.60904523e-04,-3.09292984e-04
113,10,0.882812,0.078125,-2.99094710e-04,-2.71786324e-04
114,10,0.890625,0.078125,-2.43590563e-04,-2.34543593e-04
115,10,0.898438,0.078125,-1.94375622e-04,-1.97892776e-04
116,10,0.906250,0.078125,-1.51418193e-04,-1.62224736e-04
117,10,0.914062,0.078125,-1.14502422e-04,-1.27852385e-04
118,10,0.921875,0.078125,-8.34700622e-05,-9.53323761e-05
119,10,0.929688,0.078125,-5.80084052e-05,-6.50390502e-05
120,10,0.937500,0.078125,-3.77823562e-05,-3.75235468e-05
121,10,0.945312,0.078125,-2.23116003e-05,-1.34040893e-05
122,10,0.953125,0.078125,-1.12498492e-05,6.72719398e-06
123,10,0.960938,0.078125,-3.98828433e-06,2.22558192e-05
124,10,0.968750,0.078125,9.49592760e-08,3.24611756e-05
125,10,0.976562,0.078125,1.65713402e-06,3.65258420e-05
126,10,0.984375,0.078125,1.54541783e-06,3.35560508e-05
127,10,0.992188,0.078125,6.77749597e-07,2.25686890e-05
128,10,1.000000,0.078125,0.00000000e+00,0.00000000e+00
0,11,0.000000,0.085938,0.00000000e+00,0.00000000e+00
1,11,0.007812,0.085938,-2.75592038e-06,4.77072172e-06
2,11,0.015625,0.085938,-1.13737851e-05,2.22150065e-05
3,11,0.023438,0.085938,-2.61292262e-05,4.73629480e-05
4,11,0.031250,0.085938,-4.71656786e-05,7.85182201e-05
5,11,0.039062,0.085938,-7.47513477e-05,1.14185597e-04
6,11,0.046875,0.085938,-1.09024084e-04,1.53100744e-04
7,11,0.054688,0.085938,-1.49926185e-04,1.94164953e-04
8,11,0.062500,0.085938,-1.97476373e-04,2.36467749e-04
9,11,0.070312,0.085938,-2.51704449e-04,2.79325672e-04
10,11,0.078125,0.085938,-3.12485732e-04,3.22029256e-04
11,11,0.085938,0.085938,-3.79673234e-04,3.64094420e-04
12,11,0.093750,0.085938,-4.53132787e-04,4.05042461e-04
13,11,0.101562,0.085938,-5.32594451e-04,4.44577308e-04
14,11,0.109375,0.085938,-6.17890619e-04,4.82371135e-04
15,11,0.117188,0.085938,-7.08583626e-04,5.18366171e-04
16,11,0.125000,0.085938,-8.04543553e-04,5.52322483e-04
17,11,0.132812,0.085938,-9.05488676e-04,5.84120455e-04
18,11,0.140625,0.085938,-1.01098535e-03,6.13700715e-04
19,11,0.148438,0.085938,-1.12081948e-03,6.41046383e-04
20,11,0.156250,0.085938,-1.23460172e-03,6.66034524e-04
21,11,0.164062,0.085938,-1.35201542e-03,6.88789820e-04
22,11,0.171875,0.085938,-1.47271436e-03,7.09368265e-04
23,11,0.179688,0.085938,-1.59633288e-03,7.27765844e-04
24,11,0.187500,0.085938,-1.72250869e-03,7.44033139e-04
25,11,0.195312,0.085938,-1.85095635e-03,7.58093607e-04
26,11,0.203125,0.085938,-1.98139483e-03,7.69982697e-04
27,11,0.210938,0.085938,-2.11341330e-03,7.79785740e-04
28,11,0.218750,0.085938,-2.24671606e-03,7.87624449e-04
29,11,0.226562,0.085938,-2.38112407e-03,7.93598825e-04
30,11,0.234375,0.085938,-2.51615513e-03,7.97675166e-04
31,11,0.242188,0.085938,-2.65153055e-03,7.99917267e-04
32,11,0.250000,0.085938,-2.78698700e-03,8.00343463e-04
33,11,0.257812,0.085938,-2.92218616e-03,7.98994908e-04
34,11,0.265625,0.085938,-3.05683492e-03,7.95878877e-04
35,11,0.273438,0.085938,-3.19074420e-03,7.91081286e-04
36,11,0.281250,0.085938,-3.32358200e-03,7.84525648e-04
37,11,0.289062,0.085938,-3.45505215e-03,7.76358997e-04
38,11,0.296875,0.085938,-3.58487340e-03,7.66514509e-04
39,11,0.304688,0.085938,-3.71274422e-03,7.55014014e-04
40,11,0.312500,0.085938,-3.83830164e-03,7.41839525e-04
41,11,0.320312,0.085938,-3.96143552e-03,7.27013161e-04
42,11,0.328125,0.085938,-4.08183131e-03,7.10607681e-04
43,11,0.335938,0.085938,-4.19923663e-03,6.92587579e-04
44,11,0.343750,0.085938,-4.31333017e-03,6.72935916e-04
45,11,0.351562,0.085938,-4.42386046e-03,6.51690410e-04
46,11,0.359375,0.085938,-4.53060539e-03,6.28901296e-04
47,11,0.367188,0.085938,-4.63334005e-03,6.04486384e-04
48,11,0.375000,0.085938,-4.73173708e-03,5.78564941e-04
49,11,0.382812,0.085938,-4.82555758e-03,5.51127770e-04
50,11,0.390625,0.085938,-4.91454732e-03,5.22169459e-04
51,11,0.398438,0.085938,-4.99853725e-03,4.91773768e-04
52,11,0.406250,0.085938,-5.07724751e-03,4.59962786e-04
53,11,0.414062,0.085938,-5.15043410e-03,4.26787068e-04
54,11,0.421875,0.085938,-5.21791400e-03,3.92224407e-04
55,11,0.429688,0.085938,-5.27949957e-03,3.56302626e-04
56,11,0.437500,0.085938,-5.33491373e-03,3.19107465e-04
57,11,0.445312,0.085938,-5.38401352e-03,2.80648237e-04
58,11,0.453125,0.085938,-5.42656193e-03,2.41105547e-04
59,11,0.460938,0.085938,-5.46244951e-03,2.00542883e-04
60,11,0.468750,0.085938,-5.49151003e-03,1.59023504e-04
61,11,0.476562,0.085938,-5.51358797e-03,1.16644282e-04
62,11,0.484375,0.085938,-5.52855199e-03,7.35002177e-05
63,11,0.492188,0.085938,-5.53635648e-03,2.96527960e-05
64,11,0.500000,0.085938,-5.53695438e-03,-1.47937280e-05
65,11,0.507812,0.085938,-5.53019252e-03,-5.96996688e-05
66,11,0.515625,0.085938,-5.51594747e-03,-1.05009130e-04
67,11,0.523438,0.085938,-5.49425138e-03,-1.50478256e-04
68,11,0.531250,0.085938,-5.46510564e-03,-1.95985922e-04
69,11,0.539062,0.085938,-5.42852050e-03,-2.41385089e-04
70,11,0.546875,0.085938,-5.38452948e-03,-2.86590133e-04
71,11,0.554688,0.085938,-5.33315400e-03,-3.31433432e-04
72,11,0.562500,0.085938,-5.27448440e-03,-3.75691598e-04
73,11,0.570312,0.085938,-5.20871533e-03,-4.19310702e-04
74,11,0.578125,0.085938,-5.13586262e-03,-4.62031923e-04
75,11,0.585938,0.085938,-5.05608274e-03,-5.03676536e-04
76,11,0.593750,0.085938,-4.96959593e-03,-5.44187089e-04
77,11,0.601562,0.085938,-4.87665785e-03,-5.83384593e-04
78,11,0.609375,0.085938,-4.77739377e-03,-6.21112878e-04
79,11,0.617188,0.085938,-4.67208214e-03,-6.57109369e-04
80,11,0.625000,0.085938,-4.56107408e-03,-6.91383553e-04
81,11,0.632812,0.085938,-4.44465177e-03,-7.23574252e-04
82,11,0.640625,0.085938,-4.32307087e-03,-7.53644039e-04
83,11,0.648438,0.085938,-4.19669133e-03,-7.81507697e-04
84,11,0.656250,0.085938,-4.06593829e-03,-8.06960161e-04
85,11,0.664062,0.085938,-3.93117871e-03,-8.29865923e-04
86,11,0.671875,0.085938,-3.79277160e-03,-8.50092445e-04
87,11,0.679688,0.085938,-3.65112466e-03,-8.67600844e-04
88,11,0.687500,0.085938,-3.50677385e-03,-8.82214634e-04
89,11,0.695312,0.085938,-3.36004863e-03,-8.93854885e-04
90,11,0.703125,0.085938,-3.21149291e-03,-9.02561645e-04
91,11,0.710938,0.085938,-3.06161307e-03,-9.08159476e-04
92,11,0.718750,0.085938,-2.91089597e-03,-9.10577422e-04
93,11,0.726562,0.085938,-2.75972392e-03,-9.09849186e-04
94,11,0.734375,0.085938,-2.60868086e-03,-9.05974768e-04
95,11,0.742188,0.085938,-2.45818123e-03,-8.98960046e-04
96,11,0.750000,0.085938,-2.30884925e-03,-8.88741284e-04
97,11,0.757812,0.085938,-2.16110563e-03,-8.75473081e-04
98,11,0.765625,0.085938,-2.01540091e-03,-8.59094027e-04
99,11,0.773438,0.085938,-1.87227339e-03,-8.39743763e-04
100,11,0.781250,0.085938,-1.73214311e-03,-8.17401626e-04
101,11,0.789062,0.085938,-1.59543660e-03,-7.92246428e-04
102,11,0.796875,0.085938,-1.46259891e-03,-7.64371187e-04
103,11,0.804688,0.085938,-1.33408594e-03,-7.33900582e-04
104,11,0.812500,0.085938,-1.21032400e-03,-7.01134384e-04
105,11,0.820312,0.085938,-1.09161995e-03,-6.66161650e-04
106,11,0.828125,0.085938,-9.78294294e-04,-6.29178074e-04
107,11,0.835938,0.085938,-8.70616757e-04,-5.90352865e-04
108,11,0.843750,0.085938,-7.68995553e-04,-5.49935794e-04
109,11,0.851562,0.085938,-6.73578994e-04,-5.08254045e-04
110,11,0.859375,0.085938,-5.84522088e-04,-4.65490302e-04
111,11,0.867188,0.085938,-5.02010982e-04,-4.21946199e-04
112,11,0.875000,0.085938,-4.26203886e-04,-3.77993914e-04
113,11,0.882812,0.085938,-3.57099256e-04,-3.33963282e-04
114,11,0.890625,0.085938,-2.94707977e-04,-2.90163094e-04
115,11,0.898438,0.085938,-2.38985711e-04,-2.47047778e-04
116,11,0.906250,0.085938,-1.89938000e-04,-2.04991607e-04
117,11,0.914062,0.085938,-1.47335886e-04,-1.64495374e-04
118,11,0.921875,0.085938,-1.11047324e-04,-1.26017228e-04
119,11,0.929688,0.085938,-8.07372053e-05,-9.01269450e-05
120,11,0.937500,0.085938,-5.61058150e-05,-5.73495927e-05
121,11,0.945312,0.085938,-3.66933164e-05,-2.84095295e-05
122,11,0.953125,0.085938,-2.20920047e-05,-3.95849975e-06
123,11,0.960938,0.085938,-1.17414575e-05,1.53089550e-05
124,11,0.968750,0.085938,-5.02913508e-06,2.86089089e-05
125,11,0.976562,0.085938,-1.35364132e-06,3.50140654e-05
126,11,0.984375,0.085938,1.17303252e-07,3.35896912e-05
127,11,0.992188,0.085938,2.92327229e-07,2.32167404e-05
128,11,1.000000,0.085938,0.00000000e+00,0.00000000e+00
0,12,0.000000,0.093750,0.00000000e+00,0.00000000e+00
1,12,0.007812,0.093750,-3.37598840e-06,1.10571536e-05
2,12,0.015625,0.093750,-1.37274419e-05,3.49833754e-05
3,12,0.023438,0.093750,-3.11344884e-05,6.68218345e-05
4,12,0.031250,0.093750,-5.56958876e-05,1.04777537e-04
5,12,0.039062,0.093750,-8.75364567e-05,1.47319864e-04
6,12,0.046875,0.093750,-1.26663697e-04,1.93201195e-04
7,12,0.054688,0.093750,-1.73021806e-04,2.41244721e-04
8,12,0.062500,0.093750,-2.26512129e-04,2.90517462e-04
9,12,0.070312,0.093750,-2.87131144e-04,3.40174272e-04
10,12,0.078125,0.093750,-3.54735268e-04,3.89583496e-04
11,12,0.085938,0.093750,-4.29090171e-04,4.38134652e-04
12,12,0.093750,0.093750,-5.10029960e-04,4.85330296e-04
13,12,0.101562,0.093750,-5.97353675e-04,5.30896825e-04
14,12,0.109375,0.093750,-6.90716610e-04,5.74521138e-04
15,12,0.117188,0.093750,-7.89752288e-04,6.16006146e-04
16,12,0.125000,0.093750,-8.94294935e-04,6.55159936e-04
17,12,0.132812,0.093750,-1.00400718e-03,6.91844441e-04
18,12,0.140625,0.093750,-1.11849816e-03,7.25964725e-04
19,12,0.148438,0.093750,-1.23749569e-03,7.57494709e-04
20,12,0.156250,0.093750,-1.36052351e-03,7.86367513e-04
21,12,0.164062,0.093750,-1.48736162e-03,8.12675979e-04
22,12,0.171875,0.093750,-1.61763758e-03,8.36431456e-04
23,12,0.179688,0.093750,-1.75097107e-03,8.57659616e-04
24,12,0.187500,0.093750,-1.88690843e-03,8.76323727e-04
25,12,0.195312,0.093750,-2.02521239e-03,8.92527692e-04
26,12,0.203125,0.093750,-2.16558203e-03,9.06202826e-04
27,12,0.210938,0.093750,-2.30763969e-03,9.17536614e-04
28,12,0.218750,0.093750,-2.45089270e-03,9.26529698e-04
29,12,0.226562,0.093750,-2.59522651e-03,9.33321717e-04
30,12,0.234375,0.093750,-2.74026464e-03,9.37938108e-04
31,12,0.242188,0.093750,-2.88559496e-03,9.40398080e-04
32,12,0.250000,0.093750,-3.03094555e-03,9.40714555e-04
33,12,0.257812,0.093750,-3.17599531e-03,9.38945101e-04
34,12,0.265625,0.093750,-3.32042994e-03,9.35138203e-04
35,12,0.273438,0.093750,-3.46406712e-03,9.29338741e-04
36,12,0.281250,0.093750,-3.60645540e-03,9.21522209e-04
37,12,0.289062,0.093750,-3.74735263e-03,9.11737094e-04
38,12,0.296875,0.093750,-3.88640631e-03,9.00000567e-04
39,12,0.304688,0.093750,-4.02338896e-03,8.86373455e-04
40,12,0.312500,0.093750,-4.15789383e-03,8.70764838e-04
41,12,0.320312,0.093750,-4.28970112e-03,8.53210280e-04
42,12,0.328125,0.093750,-4.41863481e-03,8.33793601e-04
43,12,0.335938,0.093750,-4.54429770e-03,8.12493847e-04
44,12,0.343750,0.093750,-4.66637220e-03,7.89324462e-04
45,12,0.351562,0.093750,-4.78469254e-03,7.64289347e-04
46,12,0.359375,0.093750,-4.89891320e-03,7.37375114e-04
47,12,0.367188,0.093750,-5.00873383e-03,7.08624779e-04
48,12,0.375000,0.093750,-5.11393277e-03,6.78155979e-04
49,12,0.382812,0.093750,-5.21430932e-03,6.45836117e-04
50,12,0.390625,0.093750,-5.30947791e-03,6.11778931e-04
51,12,0.398438,0.093750,-5.39922575e-03,5.76038496e-04
52,12,0.406250,0.093750,-5.48331859e-03,5.38650260e-04
53,12,0.414062,0.093750,-5.56153944e-03,4.99638612e-04
54,12,0.421875,0.093750,-5.63370576e-03,4.59016446e-04
55,12,0.429688,0.093750,-5.69954747e-03,4.16878611e-04
56,12,0.437500,0.093750,-5.75875817e-03,3.73227289e-04
57,12,0.445312,0.093750,-5.81118511e-03,3.28153663e-04
58,12,0.453125,0.093750,-5.85666904e-03,2.81805027e-04
59,12,0.460938,0.093750,-5.89502743e-03,2.34253792e-04
60,12,0.468750,0.093750,-5.92610100e-03,1.85623066e-04
61,12,0.476562,0.093750,-5.94978174e-03,1.35981740e-04
62,12,0.484375,0.093750,-5.96583774e-03,8.54024547e-05
63,12,0.492188,0.093750,-5.97431511e-03,3.40527986e-05
64,12,0.500000,0.093750,-5.97502757e-03,-1.79573181e-05
65,12,0.507812,0.093750,-5.96790574e-03,-7.05012644e-05
66,12,0.515625,0.093750,-5.95283601e-03,-1.23487756e-04
67,12,0.523438,0.093750,-5.92980254e-03,-1.76676651e-04
68,12,0.531250,0.093750,-5.89883607e-03,-2.29859332e-04
69,12,0.539062,0.093750,-5.85996918e-03,-2.82927911e-04
70,12,0.546875,0.093750,-5.81320049e-03,-3.35772376e-04
71,12,0.554688,0.093750,-5.75855793e-03,-3.88162007e-04
72,12,0.562500,0.093750,-5.69618633e-03,-4.39884607e-04
73,12,0.570312,0.093750,-5.62617881e-03,-4.90830163e-04
74,12,0.578125,0.093750,-5.54865692e-03,-5.40738227e-04
75,12,0.585938,0.093750,-5.46379387e-03,-5.89400064e-04
76,12,0.593750,0.093750,-5.37173916e-03,-6.36773184e-04
77,12,0.601562,0.093750,-5.27279498e-03,-6.82563346e-04
78,12,0.609375,0.093750,-5.16713830e-03,-7.26679340e-04
79,12,0.617188,0.093750,-5.05500101e-03,-7.68810627e-04
80,12,0.625000,0.093750,-4.93675657e-03,-8.08865414e-04
81,12,0.632812,0.093750,-4.81268205e-03,-8.46542593e-04
82,12,0.640625,0.093750,-4.68316954e-03,-8.81756539e-04
83,12,0.648438,0.093750,-4.54856595e-03,-9.14382283e-04
84,12,0.656250,0.093750,-4.40914463e-03,-9.44193103e-04
85,12,0.664062,0.093750,-4.26543271e-03,-9.71064379e-04
86,12,0.671875,0.093750,-4.11783624e-03,-9.94865317e-04
87,12,0.679688,0.093750,-3.96674732e-03,-1.01545861e-03
88,12,0.687500,0.093750,-3.81259364e-03,-1.03273999e-03
89,12,0.695312,0.093750,-3.65595380e-03,-1.04654767e-03
90,12,0.703125,0.093750,-3.49726994e-03,-1.05692970e-03
91,12,0.710938,0.093750,-3.33708012e-03,-1.06379332e-03
92,12,0.718750,0.093750,-3.17589147e-03,-1.06687774e-03
93,12,0.726562,0.093750,-3.01415497e-03,-1.06633944e-03
94,12,0.734375,0.093750,-2.85248691e-03,-1.06212636e-03
95,12,0.742188,0.093750,-2.69133458e-03,-1.05429220e-03
96,12,0.750000,0.093750,-2.53125816e-03,-1.04278722e-03
97,12,0.757812,0.093750,-2.37276428e-03,-1.02766661e-03
98,12,0.765625,0.093750,-2.21640058e-03,-1.00895867e-03
99,12,0.773438,0.093750,-2.06258381e-03,-9.86739295e-04
100,12,0.781250,0.093750,-1.91186916e-03,-9.61098354e-04
101,12,0.789062,0.093750,-1.76465418e-03,-9.32197203e-04
102,12,0.796875,0.093750,-1.62145379e-03,-9.00185376e-04
103,12,0.804688,0.093750,-1.48276414e-03,-8.65157403e-04
104,12,0.812500,0.093750,-1.34897023e-03,-8.27397744e-04
105,12,0.820312,0.093750,-1.22045609e-03,-7.87046389e-04
106,12,0.828125,0.093750,-1.09752489e-03,-7.44395424e-04
107,12,0.835938,0.093750,-9.80538432e-04,-6.99581055e-04
108,12,0.843750,0.093750,-8.69875948e-04,-6.52952935e-04
109,12,0.851562,0.093750,-7.65697390e-04,-6.04765955e-04
110,12,0.859375,0.093750,-6.68183959e-04,-5.55342529e-04
111,12,0.867188,0.093750,-5.77569939e-04,-5.05002681e-04
112,12,0.875000,0.093750,-4.94022970e-04,-4.54148569e-04
113,12,0.882812,0.093750,-4.17446456e-04,-4.03178681e-04
114,12,0.890625,0.093750,-3.48020956e-04,-3.52476520e-04
115,12,0.898438,0.093750,-2.85659044e-04,-3.02481465e-04
116,12,0.906250,0.093750,-2.30295758e-04,-2.53733655e-04
117,12,0.914062,0.093750,-1.81815558e-04,-2.06670447e-04
118,12,0.921875,0.093750,-1.40030563e-04,-1.61876655e-04
119,12,0.929688,0.093750,-1.04672705e-04,-1.19931305e-04
120,12,0.937500,0.093750,-7.54031862e-05,-8.15122330e-05
121,12,0.945312,0.093750,-5.18217857e-05,-4.72804895e-05
122,12,0.953125,0.093750,-3.35058539e-05,-1.80460538e-05
123,12,0.960938,0.093750,-1.98726648e-05,5.44622389e-06
124,12,0.968750,0.093750,-1.04307010e-05,2.22969720e-05
125,12,0.976562,0.093750,-4.51712049e-06,3.15490906e-05
126,12,0.984375,0.093750,-1.35923381e-06,3.22175656e-05
127,12,0.992188,0.093750,-1.43371309e-07,2.30790556e-05
128,12,1.000000,0.093750,0.00000000e+00,0.00000000e+00
0,13,0.000000,0.101562,0.00000000e+00,0.00000000e+00
1,13,0.007812,0.101562,-3.99418877e-06,1.85352692e-05
2,13,0.015625,0.101562,-1.60457002e-05,4.99843009e-05
3,13,0.023438,0.101562,-3.61490274e-05,8.93586548e-05
4,13,0.031250,0.101562,-6.42502418e-05,1.34932212e-04
5,13,0.039062,0.101562,-1.00343794e-04,1.85094235e-04
6,13,0.046875,0.101562,-1.44331134e-04,2.38565641e-04
7,13,0.054688,0.101562,-1.96212248e-04,2.94156373e-04
8,13,0.062500,0.101562,-2.55730294e-04,3.50823801e-04
9,13,0.070312,0.101562,-3.22807115e-04,4.07672167e-04
10,13,0.078125,0.101562,-3.97254596e-04,4.64144628e-04
11,13,0.085938,0.101562,-4.78825270e-04,5.19481546e-04
