i,j,fl,pressure,ux,uy,vmag
29,11,5.00000007e-02,7.26938248e-04,6.42437908e-11,-1.30664826e-12,6.42570788e-11
30,11,5.00000007e-02,7.23679899e-04,6.16537099e-11,-1.28890930e-12,6.16671783e-11
31,11,5.00000007e-02,7.20461248e-04,5.90959504e-11,-1.27158830e-12,5.91096269e-11
32,11,5.00000007e-02,7.17679679e-04,5.65655474e-11,-1.25993259e-12,5.65795778e-11
33,11,5.00000007e-02,7.14937865e-04,5.40523216e-11,-1.25621757e-12,5.40669176e-11
34,11,5.00000007e-02,7.12394714e-04,5.15361261e-11,-1.26350818e-12,5.15516137e-11
35,11,5.00000007e-02,7.09970831e-04,4.89993567e-11,-1.27920396e-12,4.90160516e-11
36,11,5.00000007e-02,7.07705854e-04,4.64204231e-11,-1.30567313e-12,4.64387799e-11
37,11,5.00000007e-02,7.05718994e-04,4.37824707e-11,-1.34166192e-12,4.38030237e-11
38,11,5.00000007e-02,7.03891157e-04,4.10683119e-11,-1.38243377e-12,4.10915746e-11
39,11,5.00000007e-02,7.02381134e-04,3.82670839e-11,-1.42650258e-12,3.82936634e-11
40,11,5.00000007e-02,7.01149344e-04,3.53789741e-11,-1.46611347e-12,3.54093387e-11
41,11,5.00000007e-02,7.00394332e-04,3.24256177e-11,-1.49109663e-12,3.24598820e-11
42,11,5.00000007e-02,7.00076460e-04,2.94482078e-11,-1.48519912e-12,2.94856362e-11
43,11,5.00000007e-02,7.00314878e-04,2.65206225e-11,-1.43393251e-12,2.65593589e-11
44,11,5.00000007e-02,7.01268553e-04,2.37551055e-11,-1.31737525e-12,2.37916058e-11
45,11,5.00000007e-02,7.02937483e-04,2.13020174e-11,-1.11699896e-12,2.13312840e-11
46,11,5.00000007e-02,7.05440878e-04,1.93499852e-11,-8.15064704e-13,1.93671433e-11
47,11,5.00000007e-02,7.08778738e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,12,1.00000000e+00,-1.45928073e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,12,1.00000000e+00,-1.40281522e-03,1.60480558e-03,-6.86030835e-05,1.60627125e-03
2,12,1.00000000e+00,-1.29824877e-03,1.76717457e-03,-9.24118431e-05,1.76958926e-03
3,12,1.00000000e+00,-1.19562948e-03,1.96698541e-03,-1.06190309e-04,1.96984969e-03
4,12,1.00000000e+00,-1.09511614e-03,2.18518218e-03,-1.11312293e-04,2.18801550e-03
5,12,1.00000000e+00,-9.96112823e-04,2.40629539e-03,-1.09693006e-04,2.40879436e-03
6,12,1.00000000e+00,-8.98659229e-04,2.61884159e-03,-1.03138904e-04,2.62087164e-03
7,12,1.00000000e+00,-8.02377879e-04,2.81480351e-03,-9.35082135e-05,2.81635625e-03
8,12,1.00000000e+00,-7.07030296e-04,2.98945187e-03,-8.22239235e-05,2.99058249e-03
9,12,1.00000000e+00,-6.12258911e-04,3.14076734e-03,-7.02557663e-05,3.14155291e-03
10,12,1.00000000e+00,-5.18083572e-04,3.26816272e-03,-5.83038673e-05,3.26868286e-03
11,12,1.00000000e+00,-4.24246013e-04,3.37205385e-03,-4.67970531e-05,3.37237865e-03
12,12,1.00000000e+00,-3.30706447e-04,3.45353968e-03,-3.58411889e-05,3.45372548e-03
13,12,1.00000000e+00,-2.37246364e-04,3.51386750e-03,-2.55979248e-05,3.51396063e-03
14,12,1.00000000e+00,-1.43965095e-04,3.55430273e-03,-1.59529955e-05,3.55433859e-03
15,12,1.00000000e+00,-5.05646094e-05,3.57594853e-03,-6.78478318e-06,3.57595505e-03
16,12,1.00000000e+00,4.27961349e-05,3.57989175e-03,1.87916771e-06,3.57989222e-03
17,12,1.00000000e+00,1.36375427e-04,3.56704160e-03,1.00839598e-05,3.56705580e-03
18,12,1.00000000e+00,2.30073929e-04,3.53824045e-03,1.79081489e-05,3.53828585e-03
19,12,1.00000000e+00,3.23851913e-04,3.49430158e-03,2.51901547e-05,3.49439238e-03
20,12,1.00000000e+00,4.17868316e-04,3.43632838e-03,3.18466991e-05,3.43647599e-03
21,12,1.00000000e+00,5.12202620e-04,3.36569711e-03,3.78299337e-05,3.36590968e-03
22,12,1.00000000e+00,6.06735586e-04,3.28406366e-03,4.29377687e-05,3.28434422e-03
23,12,1.00000000e+00,7.01586425e-04,3.19313677e-03,4.70556843e-05,3.19348346e-03
24,12,5.00000007e-02,7.46925711e-04,7.73490438e-11,1.25013433e-12,7.73591469e-11
25,12,5.00000007e-02,7.42316246e-04,7.47985354e-11,1.29912552e-12,7.48098181e-11
26,12,5.00000007e-02,7.38064467e-04,7.21736768e-11,1.32499101e-12,7.21858406e-11
27,12,5.00000007e-02,7.34210014e-04,6.95204450e-11,1.33093493e-12,6.95331848e-11
28,12,5.00000007e-02,7.30435073e-04,6.68704606e-11,1.32485169e-12,6.68835820e-11
29,12,5.00000007e-02,7.26938248e-04,6.42434647e-11,1.30910950e-12,6.42568013e-11
30,12,5.00000007e-02,7.23679899e-04,6.16534324e-11,1.29085967e-12,6.16669493e-11
31,12,5.00000007e-02,7.20500946e-04,5.90960961e-11,1.27372440e-12,5.91098212e-11
32,12,5.00000007e-02,7.17639923e-04,5.65661511e-11,1.26220800e-12,5.65802336e-11
33,12,5.00000007e-02,7.14898109e-04,5.40518116e-11,1.25937531e-12,5.40664805e-11
34,12,5.00000007e-02,7.12394714e-04,5.15354287e-11,1.26671232e-12,5.15509926e-11
35,12,5.00000007e-02,7.10010529e-04,4.89990791e-11,1.28222238e-12,4.90158539e-11
36,12,5.00000007e-02,7.07705854e-04,4.64200518e-11,1.30711262e-12,4.64384503e-11
37,12,5.00000007e-02,7.05758750e-04,4.37830744e-11,1.34161551e-12,4.38036239e-11
38,12,5.00000007e-02,7.03851401e-04,4.10683119e-11,1.38354822e-12,4.10916093e-11
39,12,5.00000007e-02,7.02381134e-04,3.82665739e-11,1.42701335e-12,3.82931742e-11
40,12,5.00000007e-02,7.01149344e-04,3.53781379e-11,1.46583483e-12,3.54084921e-11
41,12,5.00000007e-02,7.00434088e-04,3.24251528e-11,1.49030723e-12,3.24593824e-11
42,12,5.00000007e-02,7.00076460e-04,2.94493215e-11,1.48524552e-12,2.94867498e-11
43,12,5.00000007e-02,7.00275123e-04,2.65211342e-11,1.43513988e-12,2.65599348e-11
44,12,5.00000007e-02,7.01268553e-04,2.37545955e-11,1.31890766e-12,2.37911826e-11
45,12,5.00000007e-02,7.02977180e-04,2.13017382e-11,1.11778848e-12,2.13310463e-11
46,12,5.00000007e-02,7.05440878e-04,1.93498464e-11,8.14414616e-13,1.93669785e-11
47,12,5.00000007e-02,7.08778738e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,13,1.00000000e+00,-1.45723426e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,13,1.00000000e+00,-1.40072906e-03,1.60470384e-03,-2.06587953e-04,1.61794713e-03
2,13,1.00000000e+00,-1.29626202e-03,1.76817016e-03,-2.77645246e-04,1.78983598e-03
3,13,1.00000000e+00,-1.19386124e-03,1.96777494e-03,-3.18234612e-04,1.99334184e-03
4,13,1.00000000e+00,-1.09348702e-03,2.18402594e-03,-3.32726137e-04,2.20922520e-03
5,13,1.00000000e+00,-9.94761824e-04,2.40145065e-03,-3.26940441e-04,2.42360379e-03
6,13,1.00000000e+00,-8.97606253e-04,2.60888250e-03,-3.06843984e-04,2.62686517e-03
7,13,1.00000000e+00,-8.01483809e-04,2.79884296e-03,-2.77725048e-04,2.81258835e-03
8,13,1.00000000e+00,-7.06315041e-04,2.96743982e-03,-2.43828385e-04,2.97744037e-03
9,13,1.00000000e+00,-6.11801981e-04,3.11285607e-03,-2.08134006e-04,3.11980653e-03
10,13,1.00000000e+00,-5.17765700e-04,3.23481672e-03,-1.72573898e-04,3.23941675e-03
11,13,1.00000000e+00,-4.24067199e-04,3.33407638e-03,-1.38371252e-04,3.33694648e-03
12,13,1.00000000e+00,-3.30587238e-04,3.41173657e-03,-1.06011415e-04,3.41338315e-03
13,13,1.00000000e+00,-2.37226486e-04,3.46907764e-03,-7.56157388e-05,3.46990163e-03
14,13,1.00000000e+00,-1.43925354e-04,3.50739923e-03,-4.70371997e-05,3.50771472e-03
15,13,1.00000000e+00,-5.06242141e-05,3.52773466e-03,-2.00022587e-05,3.52779124e-03
16,13,1.00000000e+00,4.27166633e-05,3.53096705e-03,5.68406449e-06,3.53097171e-03
17,13,1.00000000e+00,1.36216491e-04,3.51788965e-03,3.01476284e-05,3.51801864e-03
18,13,1.00000000e+00,2.29795784e-04,3.48925241e-03,5.33429120e-05,3.48966033e-03
19,13,1.00000000e+00,3.23653221e-04,3.44575825e-03,7.51499610e-05,3.44657758e-03
20,13,1.00000000e+00,4.17629897e-04,3.38841463e-03,9.51867041e-05,3.38975131e-03
21,13,1.00000000e+00,5.11884689e-04,3.31843761e-03,1.13086338e-04,3.32036382e-03
22,13,1.00000000e+00,6.06417656e-04,3.23749031e-03,1.28380227e-04,3.24003468e-03
23,13,1.00000000e+00,7.01189041e-04,3.14733409e-03,1.40680233e-04,3.15047661e-03
24,13,5.00000007e-02,7.46568083e-04,7.62245267e-11,3.74032619e-12,7.63162381e-11
25,13,5.00000007e-02,7.41958618e-04,7.36982489e-11,3.88404890e-12,7.38005282e-11
26,13,5.00000007e-02,7.37786293e-04,7.11042267e-11,3.95621253e-12,7.12142012e-11
27,13,5.00000007e-02,7.33852386e-04,6.84879584e-11,3.97232594e-12,6.86030607e-11
28,13,5.00000007e-02,7.30117201e-04,6.58816265e-11,3.94729648e-12,6.59997751e-11
29,13,5.00000007e-02,7.26660131e-04,6.33027381e-11,3.89839810e-12,6.34226630e-11
30,13,5.00000007e-02,7.23441481e-04,6.07640188e-11,3.84216270e-12,6.08853662e-11
31,13,5.00000007e-02,7.20302283e-04,5.82627765e-11,3.79066396e-12,5.83859627e-11
32,13,5.00000007e-02,7.17560470e-04,5.57910211e-11,3.75662565e-12,5.59173506e-11
33,13,5.00000007e-02,7.14739203e-04,5.33378411e-11,3.74608417e-12,5.34692290e-11
34,13,5.00000007e-02,7.12156296e-04,5.08836376e-11,3.76377662e-12,5.10226479e-11
35,13,5.00000007e-02,7.09732412e-04,4.84096513e-11,3.81077114e-12,4.85594100e-11
36,13,5.00000007e-02,7.07546889e-04,4.58975427e-11,3.88716013e-12,4.60618557e-11
37,13,5.00000007e-02,7.05440878e-04,4.33324002e-11,3.98853259e-12,4.35155766e-11
38,13,5.00000007e-02,7.03573227e-04,4.06908708e-11,4.11135882e-12,4.08980488e-11
39,13,5.00000007e-02,7.01983809e-04,3.79631986e-11,4.24161487e-12,3.81994193e-11
40,13,5.00000007e-02,7.00712204e-04,3.51507330e-11,4.36077259e-12,3.54201980e-11
41,13,5.00000007e-02,6.99877739e-04,3.22691249e-11,4.43762605e-12,3.25728229e-11
42,13,5.00000007e-02,6.99520111e-04,2.93533808e-11,4.43005702e-12,2.96857955e-11
43,13,5.00000007e-02,6.99679076e-04,2.64728864e-11,4.28591624e-12,2.68175846e-11
44,13,5.00000007e-02,7.00553297e-04,2.37346271e-11,3.94752850e-12,2.40606632e-11
45,13,5.00000007e-02,7.02182471e-04,2.12931946e-11,3.35234379e-12,2.15554727e-11
46,13,5.00000007e-02,7.04606413e-04,1.93397694e-11,2.44979145e-12,1.94943107e-11
47,13,5.00000007e-02,7.07904517e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,14,1.00000000e+00,-1.45302224e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,14,1.00000000e+00,-1.39641762e-03,1.60446425e-03,-3.46691813e-04,1.64149352e-03
2,14,1.00000000e+00,-1.29210949e-03,1.77009264e-03,-4.63651289e-04,1.82980881e-03
3,14,1.00000000e+00,-1.19010615e-03,1.96899963e-03,-5.28501405e-04,2.03869399e-03
4,14,1.00000000e+00,-1.09024846e-03,2.18088366e-03,-5.49541728e-04,2.24905531e-03
5,14,1.00000000e+00,-9.92139219e-04,2.39031762e-03,-5.37206244e-04,2.44994066e-03
6,14,1.00000000e+00,-8.95460485e-04,2.58703064e-03,-5.01915580e-04,2.63526989e-03
7,14,1.00000000e+00,-7.99814879e-04,2.76490510e-03,-4.52522043e-04,2.80169188e-03
8,14,1.00000000e+00,-7.05103099e-04,2.92106485e-03,-3.96076211e-04,2.94779520e-03
9,14,1.00000000e+00,-6.10828400e-04,3.05462559e-03,-3.37373291e-04,3.07319988e-03
10,14,1.00000000e+00,-5.17169654e-04,3.16599687e-03,-2.79323489e-04,3.17829498e-03
11,14,1.00000000e+00,-4.23669815e-04,3.25613888e-03,-2.23721669e-04,3.26381554e-03
12,14,1.00000000e+00,-3.30348819e-04,3.32647283e-03,-1.71270469e-04,3.33087915e-03
13,14,1.00000000e+00,-2.37147018e-04,3.37822130e-03,-1.21993187e-04,3.38042318e-03
14,14,1.00000000e+00,-1.43885612e-04,3.41248210e-03,-7.55759247e-05,3.41331889e-03
15,14,1.00000000e+00,-5.07036857e-05,3.43024847e-03,-3.16455662e-05,3.43039446e-03
16,14,1.00000000e+00,4.25974540e-05,3.43214907e-03,1.01650185e-05,3.43216420e-03
17,14,1.00000000e+00,1.35898590e-04,3.41875502e-03,5.01331415e-05,3.41912243e-03
18,14,1.00000000e+00,2.29477882e-04,3.39056063e-03,8.81914166e-05,3.39170732e-03
19,14,1.00000000e+00,3.23136657e-04,3.34814377e-03,1.24192549e-04,3.35044647e-03
20,14,1.00000000e+00,4.17113304e-04,3.29211494e-03,1.57473987e-04,3.29587911e-03
21,14,1.00000000e+00,5.11328399e-04,3.22358799e-03,1.87268059e-04,3.22902296e-03
22,14,1.00000000e+00,6.05781912e-04,3.14406096e-03,2.12748389e-04,3.15125077e-03
23,14,1.00000000e+00,7.00513541e-04,3.05546098e-03,2.33111889e-04,3.06434068e-03
24,14,5.00000007e-02,7.45892525e-04,7.39712111e-11,6.19392515e-12,7.42300804e-11
25,14,5.00000007e-02,7.41362572e-04,7.14951778e-11,6.42597173e-12,7.17833779e-11
26,14,5.00000007e-02,7.37190247e-04,6.89635640e-11,6.53607420e-12,6.92726015e-11
27,14,5.00000007e-02,7.33375549e-04,6.64228048e-11,6.55130551e-12,6.67451025e-11
28,14,5.00000007e-02,7.29640364e-04,6.39047495e-11,6.49794931e-12,6.42342637e-11
29,14,5.00000007e-02,7.26222992e-04,6.14244974e-11,6.40874333e-12,6.17579182e-11
30,14,5.00000007e-02,7.23004341e-04,5.89917004e-11,6.31094699e-12,5.93283131e-11
31,14,5.00000007e-02,7.19984411e-04,5.66020460e-11,6.22345925e-12,5.69431585e-11
32,14,5.00000007e-02,7.17083632e-04,5.42449904e-11,6.16439148e-12,5.45941278e-11
33,14,5.00000007e-02,7.14421272e-04,5.19065103e-11,6.14335536e-12,5.22687900e-11
34,14,5.00000007e-02,7.11838424e-04,4.95733211e-11,6.16782753e-12,4.99555432e-11
35,14,5.00000007e-02,7.09414482e-04,4.72252723e-11,6.24008397e-12,4.76357530e-11
36,14,5.00000007e-02,7.07109808e-04,4.48450443e-11,6.36156319e-12,4.52940116e-11
37,14,5.00000007e-02,7.05003738e-04,4.24178678e-11,6.52618324e-12,4.29169755e-11
38,14,5.00000007e-02,7.03056692e-04,3.99218714e-11,6.72623415e-12,4.04845393e-11
39,14,5.00000007e-02,7.01308250e-04,3.73451201e-11,6.94304943e-12,3.79850491e-11
40,14,5.00000007e-02,6.99957251e-04,3.46836691e-11,7.14528306e-12,3.54120309e-11
41,14,5.00000007e-02,6.98963820e-04,3.19457343e-11,7.28412990e-12,3.27656582e-11
42,14,5.00000007e-02,6.98288321e-04,2.91548626e-11,7.29211743e-12,3.00529705e-11
43,14,5.00000007e-02,6.98328018e-04,2.63707250e-11,7.08027083e-12,2.73046776e-11
44,14,5.00000007e-02,6.99003576e-04,2.36952489e-11,6.54550112e-12,2.45826848e-11
45,14,5.00000007e-02,7.00513541e-04,2.12790306e-11,5.58118742e-12,2.19987899e-11
46,14,5.00000007e-02,7.02897727e-04,1.93199415e-11,4.09273743e-12,1.97486871e-11
47,14,5.00000007e-02,7.06275343e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,15,1.00000000e+00,-1.44636631e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,15,1.00000000e+00,-1.38970220e-03,1.60426530e-03,-4.90355422e-04,1.67753256e-03
2,15,1.00000000e+00,-1.28581130e-03,1.77281909e-03,-6.50615257e-04,1.88843522e-03
3,15,1.00000000e+00,-1.18440390e-03,1.96979777e-03,-7.35242967e-04,2.10254267e-03
4,15,1.00000000e+00,-1.08532119e-03,2.17379327e-03,-7.57943664e-04,2.30214163e-03
5,15,1.00000000e+00,-9.88086103e-04,2.36985646e-03,-7.35096342e-04,2.48124707e-03
6,15,1.00000000e+00,-8.92241835e-04,2.54943990e-03,-6.82067417e-04,2.63910205e-03
7,15,1.00000000e+00,-7.97430694e-04,2.70832493e-03,-6.11570606e-04,2.77651637e-03
8,15,1.00000000e+00,-7.03275204e-04,2.84553994e-03,-5.33012208e-04,2.89503019e-03
9,15,1.00000000e+00,-6.09596609e-04,2.96150171e-03,-4.52588050e-04,2.99588521e-03
10,15,1.00000000e+00,-5.16315340e-04,3.05735483e-03,-3.74028488e-04,3.08014872e-03
11,15,1.00000000e+00,-4.23192978e-04,3.13452794e-03,-2.99176027e-04,3.14877299e-03
12,15,1.00000000e+00,-3.30030918e-04,3.19441129e-03,-2.28692894e-04,3.20258713e-03
13,15,1.00000000e+00,-2.36948341e-04,3.23827984e-03,-1.62545650e-04,3.24235670e-03
14,15,1.00000000e+00,-1.43925354e-04,3.26702348e-03,-1.00169746e-04,3.26855876e-03
15,15,1.00000000e+00,-5.08824996e-05,3.28126084e-03,-4.09919012e-05,3.28151695e-03
16,15,1.00000000e+00,4.22795638e-05,3.28148901e-03,1.55641519e-05,3.28152580e-03
17,15,1.00000000e+00,1.35540962e-04,3.26790288e-03,6.98561780e-05,3.26864934e-03
18,15,1.00000000e+00,2.28961318e-04,3.24074621e-03,1.22014440e-04,3.24304239e-03
19,15,1.00000000e+00,3.22620093e-04,3.20021715e-03,1.71651700e-04,3.20481719e-03
20,15,1.00000000e+00,4.16318595e-04,3.14654154e-03,2.17932960e-04,3.15407966e-03
21,15,1.00000000e+00,5.10374724e-04,3.08045233e-03,2.59599852e-04,3.09137162e-03
22,15,1.00000000e+00,6.04828238e-04,3.00337141e-03,2.95237434e-04,3.01784789e-03
23,15,1.00000000e+00,6.99559867e-04,2.91724247e-03,3.23518150e-04,2.93512642e-03
24,15,5.00000007e-02,7.44779943e-04,7.05827410e-11,8.58994213e-12,7.11035189e-11
25,15,5.00000007e-02,7.40329444e-04,6.81836532e-11,8.89763523e-12,6.87617532e-11
26,15,5.00000007e-02,7.36276328e-04,6.57493712e-11,9.02905181e-12,6.63664332e-11
27,15,5.00000007e-02,7.32421875e-04,6.33250327e-11,9.02524409e-12,6.39649514e-11
28,15,5.00000007e-02,7.28885352e-04,6.09429451e-11,8.93134872e-12,6.15939244e-11
29,15,5.00000007e-02,7.25547492e-04,5.86141205e-11,8.79083004e-12,5.92696725e-11
30,15,5.00000007e-02,7.22408295e-04,5.63404184e-11,8.64325278e-12,5.69995474e-11
31,15,5.00000007e-02,7.19467818e-04,5.41142235e-11,8.51801182e-12,5.47805239e-11
32,15,5.00000007e-02,7.16646551e-04,5.19251309e-11,8.43033802e-12,5.26050384e-11
33,15,5.00000007e-02,7.13944435e-04,4.97565149e-11,8.39629928e-12,5.04599695e-11
34,15,5.00000007e-02,7.11321831e-04,4.75970478e-11,8.42216488e-12,4.83364425e-11
35,15,5.00000007e-02,7.08818436e-04,4.54299653e-11,8.51127762e-12,4.62203817e-11
36,15,5.00000007e-02,7.06474006e-04,4.32411051e-11,8.66823540e-12,4.41013753e-11
37,15,5.00000007e-02,7.04328238e-04,4.10163015e-11,8.88765103e-12,4.19681720e-11
38,15,5.00000007e-02,7.02222227e-04,3.87348903e-11,9.15633628e-12,3.98023906e-11
39,15,5.00000007e-02,7.00394332e-04,3.63827579e-11,9.45641308e-12,3.75916069e-11
40,15,5.00000007e-02,6.98765158e-04,3.39488021e-11,9.74460183e-12,3.53196604e-11
41,15,5.00000007e-02,6.97414100e-04,3.14278673e-11,9.95983851e-12,3.29683052e-11
42,15,5.00000007e-02,6.96579635e-04,2.88345389e-11,1.00097578e-11,3.05225463e-11
43,15,5.00000007e-02,6.96261763e-04,2.62079629e-11,9.77139637e-12,2.79702962e-11
44,15,5.00000007e-02,6.96659088e-04,2.36345093e-11,9.09007071e-12,2.53223102e-11
45,15,5.00000007e-02,6.97970390e-04,2.12594803e-11,7.80037146e-12,2.26453370e-11
46,15,5.00000007e-02,7.00195669e-04,1.92938894e-11,5.75699818e-12,2.01344774e-11
47,15,5.00000007e-02,7.03493773e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,16,1.00000000e+00,-1.43682957e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,16,1.00000000e+00,-1.38014555e-03,1.60395156e-03,-6.39237347e-04,1.72663981e-03
2,16,1.00000000e+00,-1.27673149e-03,1.77580141e-03,-8.38202599e-04,1.96368387e-03
3,16,1.00000000e+00,-1.17645669e-03,1.96842337e-03,-9.35269811e-04,2.17931648e-03
4,16,1.00000000e+00,-1.07864547e-03,2.15910841e-03,-9.52401373e-04,2.35983427e-03
5,16,1.00000000e+00,-9.82761383e-04,2.33461685e-03,-9.13558586e-04,2.50699511e-03
6,16,1.00000000e+00,-8.88188719e-04,2.48916307e-03,-8.39904824e-04,2.62704631e-03
7,16,1.00000000e+00,-7.94351101e-04,2.62172264e-03,-7.47846032e-04,2.72629852e-03
8,16,1.00000000e+00,-7.01069832e-04,2.73351744e-03,-6.48415007e-04,2.80936994e-03
9,16,1.00000000e+00,-6.08106493e-04,2.82644248e-03,-5.48616634e-04,2.87919375e-03
10,16,1.00000000e+00,-5.15143096e-04,2.90257996e-03,-4.52349545e-04,2.93761655e-03
11,16,1.00000000e+00,-4.22418118e-04,2.96361884e-03,-3.61315586e-04,2.98556290e-03
12,16,1.00000000e+00,-3.29653441e-04,3.01080383e-03,-2.75867933e-04,3.02341580e-03
13,16,1.00000000e+00,-2.36809254e-04,3.04515287e-03,-1.95647823e-04,3.05143138e-03
14,16,1.00000000e+00,-1.44004822e-04,3.06730159e-03,-1.19872027e-04,3.06964293e-03
15,16,1.00000000e+00,-5.10613136e-05,3.07761063e-03,-4.76984715e-05,3.07798036e-03
16,16,1.00000000e+00,4.19616699e-05,3.07621923e-03,2.16933586e-05,3.07629560e-03
17,16,1.00000000e+00,1.35024398e-04,3.06299375e-03,8.88159193e-05,3.06428107e-03
18,16,1.00000000e+00,2.28325531e-04,3.03773652e-03,1.53881338e-04,3.04163154e-03
19,16,1.00000000e+00,3.21666419e-04,3.00022983e-03,2.16413056e-04,3.00802477e-03
20,16,1.00000000e+00,4.15285438e-04,2.95028114e-03,2.75335915e-04,2.96310126e-03
21,16,1.00000000e+00,5.09182632e-04,2.88809277e-03,3.28850583e-04,2.90675461e-03
22,16,1.00000000e+00,6.03437424e-04,2.81463936e-03,3.74767493e-04,2.83947983e-03
23,16,1.00000000e+00,6.98169111e-04,2.73202430e-03,4.11042536e-04,2.76277261e-03
24,16,5.00000007e-02,7.43389130e-04,6.60476396e-11,1.09025584e-11,6.69414385e-11
25,16,5.00000007e-02,7.38978386e-04,6.37586581e-11,1.12650002e-11,6.47461737e-11
26,16,5.00000007e-02,7.34925270e-04,6.14596984e-11,1.13915414e-11,6.25064930e-11
27,16,5.00000007e-02,7.31269538e-04,5.92002489e-11,1.13459867e-11,6.02776995e-11
28,16,5.00000007e-02,7.27852224e-04,5.70065592e-11,1.11930231e-11,5.80950218e-11
29,16,5.00000007e-02,7.24673271e-04,5.48811344e-11,1.09910674e-11,5.59709085e-11
30,16,5.00000007e-02,7.21772551e-04,5.28212751e-11,1.07892523e-11,5.39119201e-11
31,16,5.00000007e-02,7.18752563e-04,5.08105918e-11,1.06211958e-11,5.19088245e-11
32,16,5.00000007e-02,7.16010749e-04,4.88346447e-11,1.05051497e-11,4.99517823e-11
33,16,5.00000007e-02,7.13268935e-04,4.68829385e-11,1.04534654e-11,4.80342051e-11
34,16,5.00000007e-02,7.10646331e-04,4.49430736e-11,1.04738978e-11,4.61474019e-11
35,16,5.00000007e-02,7.08103180e-04,4.30052521e-11,1.05724370e-11,4.42857556e-11
36,16,5.00000007e-02,7.05758750e-04,4.10587467e-11,1.07523808e-11,4.24433093e-11
37,16,5.00000007e-02,7.03374564e-04,3.90899049e-11,1.10101997e-11,4.06109001e-11
38,16,5.00000007e-02,7.01149344e-04,3.70839574e-11,1.13341454e-11,3.87773459e-11
39,16,5.00000007e-02,6.99003576e-04,3.50237755e-11,1.17055029e-11,3.69280856e-11
40,16,5.00000007e-02,6.97175681e-04,3.28908706e-11,1.20783470e-11,3.50384929e-11
41,16,5.00000007e-02,6.95506751e-04,3.06715937e-11,1.23838570e-11,3.30772840e-11
42,16,5.00000007e-02,6.94274902e-04,2.83577693e-11,1.25120704e-11,3.09954007e-11
43,16,5.00000007e-02,6.93480193e-04,2.59623555e-11,1.23002702e-11,2.87287416e-11
44,16,5.00000007e-02,6.93400740e-04,2.35446523e-11,1.15434372e-11,2.62221581e-11
45,16,5.00000007e-02,6.94354414e-04,2.12378882e-11,1.00023748e-11,2.34754213e-11
46,16,5.00000007e-02,6.96301460e-04,1.92633808e-11,7.45051416e-12,2.06540063e-11
47,16,5.00000007e-02,6.99639320e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,17,1.00000000e+00,-1.42351794e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,17,1.00000000e+00,-1.36697292e-03,1.60329323e-03,-7.94666994e-04,1.78942585e-03
2,17,1.00000000e+00,-1.26463175e-03,1.77790748e-03,-1.02464110e-03,2.05203425e-03
3,17,1.00000000e+00,-1.16606557e-03,1.96115440e-03,-1.12322066e-03,2.26003351e-03
4,17,1.00000000e+00,-1.07024121e-03,2.13006721e-03,-1.12499890e-03,2.40890193e-03
5,17,1.00000000e+00,-9.76224779e-04,2.27520382e-03,-1.06402475e-03,2.51171272e-03
6,17,1.00000000e+00,-8.83301138e-04,2.39562546e-03,-9.67512722e-04,2.58362200e-03
7,17,1.00000000e+00,-7.90913939e-04,2.49413517e-03,-8.54459475e-04,2.63643917e-03
8,17,1.00000000e+00,-6.98586344e-04,2.57460633e-03,-7.36868125e-04,2.67797918e-03
9,17,1.00000000e+00,-6.06437563e-04,2.64027016e-03,-6.21352112e-04,2.71239830e-03
10,17,1.00000000e+00,-5.14090061e-04,2.69360049e-03,-5.11294871e-04,2.74169771e-03
11,17,1.00000000e+00,-4.21663135e-04,2.73642852e-03,-4.07951069e-04,2.76667043e-03
12,17,1.00000000e+00,-3.29216331e-04,2.76961923e-03,-3.11262993e-04,2.78705498e-03
13,17,1.00000000e+00,-2.36670181e-04,2.79367040e-03,-2.20403090e-04,2.80235126e-03
14,17,1.00000000e+00,-1.44044563e-04,2.80893827e-03,-1.34256014e-04,2.81214481e-03
15,17,1.00000000e+00,-5.13195992e-05,2.81536626e-03,-5.17224435e-05,2.81584123e-03
16,17,1.00000000e+00,4.14848328e-05,2.81274226e-03,2.81392022e-05,2.81288312e-03
17,17,1.00000000e+00,1.34428352e-04,2.80070305e-03,1.06131694e-04,2.80271331e-03
18,17,1.00000000e+00,2.27451324e-04,2.77864863e-03,1.82524571e-04,2.78463680e-03
19,17,1.00000000e+00,3.20633262e-04,2.74576899e-03,2.56945030e-04,2.75776512e-03
20,17,1.00000000e+00,4.14013863e-04,2.70140194e-03,3.28138820e-04,2.72125844e-03
21,17,1.00000000e+00,5.07593155e-04,2.64490256e-03,3.93625727e-04,2.67403270e-03
